"species_code","common_name","scientific_name","bird_group","status_note","brief_description"
"GRUS_AMERICANA","Whooping Crane","Grus americana","Cranes","Indiana DNR status SE, FE","Cranes. Range: breeds northern Canada; winters coastal southeastern Texas Indiana listing: Indiana DNR status SE, FE."
"MELEAGRIS_GALLOPAVO","Wild Turkey","Meleagris gallopavo","Turkeys, Grouse, and Pheasants","No special state or federal status code shown","Turkeys, Grouse, and Pheasants. Range: forest, edge and adjacent fields in lowlands to mountains from southern Great Plains (central USA), southeastern Canada, and eastern USA southward through central Mexico; widely introduced elsewhere, especially Tasmania, New Zealand, New Caledonia, Hawaii, southwestern Canada, western USA, and the Greater Antilles Indiana listing: No special state or federal status code shown."
"TRINGA_SEMIPALMATA","Willet","Tringa semipalmata","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds disjunctly in temperate zone prairie wetlands of inland central Alberta to southwestern Manitoba, southward to northeastern California and northern Nebraska; and in coastal saltmarshes from coastal Newfoundland to Florida and Gulf of Mexico southward to Tamaulipas; Bahamas, most Greater Antilles, and scattered islands elsewhere in Caribbean including Los Roques (north of Venezuela); winters to coasts of northern California to northern Chile and Galapagos, and New Jersey through Caribbean to northeastern Brazil Indiana listing: No special state or federal status code shown."
"EMPIDONAX_TRAILLII","Willow Flycatcher","Empidonax traillii","Flycatchers","No special state or federal status code shown","Flycatchers. Range: breeds southern Canada to southern California, central Texas, and eastern USA to northern edge of most southern states; winters to southern Mexico and northwestern South America Indiana listing: No special state or federal status code shown."
"PHALAROPUS_TRICOLOR","Wilson's Phalarope","Phalaropus tricolor","Sandpipers and Phalaropes","Indiana Special Concern","Sandpipers and Phalaropes. Range: breeds inland marshes of western and central Canada to west-central USA; molt migration to hypersaline lakes of western Canada and USA; winters mainly saline montane lakes from Peru to Argentina; also western coast of South America from Ecuador southward, and Argentina to Tierra del Fuego Indiana listing: Indiana Special Concern."
"ANARHYNCHUS_WILSONIA","Wilson's Plover","Anarhynchus wilsonia","Plovers","No special state or federal status code shown","Plovers. Range: breeds coastal temperate to tropical zones from eastern and Gulf coasts of USA to Caribbean and east-central Brazil; in west from northern Baja California to Peru Indiana listing: No special state or federal status code shown."
"GALLINAGO_DELICATA","Wilson's Snipe","Gallinago delicata","Sandpipers and Phalaropes","No special state or federal status code shown","Sandpipers and Phalaropes. Range: breeds central Aleutian Islands to eastern Canada and northern tier of continental USA; winters south of breeding range to northern South America Indiana listing: No special state or federal status code shown."
"CARDELLINA_PUSILLA","Wilson's Warbler","Cardellina pusilla","New World Warblers","No special state or federal status code shown","New World Warblers. Range: breeds in humid shrubland and forest from Alaska eastwards across Canada to Newfoundland and Nova Scotia and far northeastern USA from Minnesota to Maine, and in northwestern and western USA southwards to California and northern New Mexico; migrates southwards across central Canada and most USA to winter on the Gulf of Mexico coast southwards to central Panama Indiana listing: No special state or federal status code shown."
"TROGLODYTES_HIEMALIS","Winter Wren","Troglodytes hiemalis","Wrens","No special state or federal status code shown","Wrens. Range: breeds in forest from northeastern British Columbia eastwards to Newfoundland (northwestern to northeastern Canada), southwards to Wisconsin to southern Ontario, and in the Appalachians to far northeastern Georgia; winters in the southern half of the eastern USA to northeastern Texas, the Gulf coast, and northern Florida Indiana listing: No special state or federal status code shown."
"AIX_SPONSA","Wood Duck","Aix sponsa","Ducks, Geese, and Swans","No special state or federal status code shown","Ducks, Geese, and Swans. Range: breeds inland waters of southern Canada to southern California in the west and east-central Texas to southern Florida and Cuba in the east; mostly absent as a breeder in interior west-central USA; winters to central Mexico and the Bahamas Indiana listing: No special state or federal status code shown."
"MYCTERIA_AMERICANA","Wood Stork","Mycteria americana","Storks","No special state or federal status code shown","Storks. Range: southern USA to northern Argentina, Brazil, Cuba, and Hispaniola Indiana listing: No special state or federal status code shown."
"HYLOCICHLA_MUSTELINA","Wood Thrush","Hylocichla mustelina","Thrushes","No special state or federal status code shown","Thrushes. Range: breeds eastern North America; winters southern Texas to Panama Indiana listing: No special state or federal status code shown."
"HELMITHEROS_VERMIVORUM","Worm-eating Warbler","Helmitheros vermivorum","New World Warblers","Indiana Special Concern","New World Warblers. Range: breeds eastern USA; winters southeastern Mexico to Panama and Greater Antilles Indiana listing: Indiana Special Concern."
"COTURNICOPS_NOVEBORACENSIS","Yellow Rail","Coturnicops noveboracensis","Rails, Gallinules, and Coots","No special state or federal status code shown","Rails, Gallinules, and Coots. Range: sedge meadows, brackish marshes and shrubby marshes in north-central and western Canada, from southern Northwest Territories and southern Alberta eastward to southeastern Canada and southward to north-central US in North Dakota, adjacent Montana, northern Minnesota, Wisconsin, Michigan, northernmost New York and northern Maine; also locally in mountains of northern California and southern Oregon; formerly in central Mexico; winters in the southeastern Atlantic coast from North Carolina southward to southern Florida and the Gulf of Mexico coast, and in the central coast of California Indiana listing: No special state or federal status code shown."
"SETOPHAGA_PETECHIA","Yellow Warbler","Setophaga petechia","New World Warblers","No special state or federal status code shown","New World Warblers. Range: Range context unavailable in the matched Cornell record. Indiana listing: No special state or federal status code shown."
"EMPIDONAX_FLAVIVENTRIS","Yellow-bellied Flycatcher","Empidonax flaviventris","Flycatchers","No special state or federal status code shown","Flycatchers. Range: breeds eastern Canada and USA; winters Mexico to Panama Indiana listing: No special state or federal status code shown."
"SPHYRAPICUS_VARIUS","Yellow-bellied Sapsucker","Sphyrapicus varius","Woodpeckers","No special state or federal status code shown","Woodpeckers. Range: breeds southeastern Alaska and Yukon across Canada to Newfoundland and south in USA in northern tier of states from North Dakota east, and farther south in the Appalachian Mountains; winters southeastern USA to Panama Indiana listing: No special state or federal status code shown."
"COCCYZUS_AMERICANUS","Yellow-billed Cuckoo","Coccyzus americanus","Anis and Cuckoos","No special state or federal status code shown","Anis and Cuckoos. Range: breeds Canada to Mexico and West Indies; winters to northern Argentina Indiana listing: No special state or federal status code shown."
"GAVIA_ADAMSII","Yellow-billed Loon","Gavia adamsii","Loons","No special state or federal status code shown","Loons. Range: breeds Arctic northwestern Russia from Novaya Zemlya eastward to Chukotka Peninsula, through northern Alaska and northern Canada to Nunavut (east-central Canada); winters to northern Norway, Japan and Korean Peninsula, and coastal British Columbia (southwestern Canada); prone to extreme vagrancy Indiana listing: No special state or federal status code shown."
"ICTERIA_VIRENS","Yellow-breasted Chat","Icteria virens","Yellow-Breasted Chats","No special state or federal status code shown","Yellow-Breasted Chats. Range: breeds in dense deciduous bushes, second-growth, and thickets from southwestern Canada eastwards across USA to New York State and southwards to central Baja California and across eastern and central Mexico to the states of Michoacan and Jalisco, the Gulf coast, and northern Florida; winters in southernmost Baja California, southern Florida, and from southeastern Mexico southwards to western Panama Indiana listing: No special state or federal status code shown."
